Standard Code,Standard Name,Disclosure Code,Disclosure Name,Rationale,Response Options,Data Type
11,Environmental Performance - Biodiversity,11.20,Do you engage with other stakeholders to further the implementation of your policies concerning biodiversity?,"Mining organizations and their projects might impact, benefit or maintain relationships with diverse stakeholders. This question gathers information on relevant biodiversity-related engagement initiatives that were not already disclosed in previous questions. Examples provided here will further contribute to the understanding, by investors and other data users, of how broadly and proactively your organization engages with external stakeholders on biodiversity-related issues.",Select of the following options: · Yes · No,Boolean
11,Environmental Performance - Biodiversity,11.20.1,Provide relevant examples of other biodiversity-related engagement activities that happened during the reporting year.,NaN,NaN,Narrative
12,Financial Services,12.1,Does your organization measure the impact of your portfolio on the environment?,"Most of financial institutions' impact on the environment occurs in their portfolios, within the financial products and services they provide and/or in their investments that enable activities which have impact on the environment. Organizations in this sector should measure their portfolio impact using specific metrics to understand the impact their financial activities have on the environment and manage it properly. This question informs investors and other data users about the extent to which organizations understand their portfolios' environmental impact.",NaN,Boolean
12,Financial Services,12.1.1,Provide details of your organization's financed emissions in the reporting year and in the base year.,"GHG emissions accounting is one of the primary metrics organizations in the financial sector can use to understand how their portfolio impacts the climate. In addition to highlighting risks and opportunities, portfolio emissions disclosure is a pre-requisite for financial institutions to measure improvements in the climate performance of their portfolios, and measure progress towards the net zero commitments that are increasingly being made. IMPORTANT NOTE: This question asks you to disclose your financed emissions (also known as Scope 3 Category 15 ""Investments"" total absolute emissions). For organizations in the financial sector, Scope 3 Category 15 ""Investments"" total absolute emissions has been pulled out of question 7.8 as the majority of emissions occur in the investment chain, in relation to financial products and services and/or investments. Portfolio emissions (or Scope 3 Category 15 ""Investments"" total absolute emissions as defined by the GHG Protocol) is the most relevant category to financial services organizations.",Please complete the following table:,Quantitative Table
12,Financial Services,12.1.2,Disclose or restate your financed emissions for previous years.,"A prerequisite for a meaningful emissions data comparison is a consistent dataset over time. This question enables organizations to restate portfolio emissions data previously supplied to CDP, for example to ensure that their historical data reflects their current organizational boundary. It also allows first-time responders to provide portfolio emissions data for the five years prior to the reporting year.",Please complete the following table;,Quantitative Table
12,Financial Services,12.1.3,Provide details of the other metrics used to track the impact of your portfolio on the environment.,"This question acknowledges that in addition to GHG emissions accounting, there are a number of other metrics organizations in the financial sector can use to understand how their portfolio impacts the environment. Metrics for measuring portfolio impact on forests, water and biodiversity are in their infancy, so this question allows financial institutions to explain how they assess the impact of their portfolio on the environment. This question allows you to express the impact of your portfolio on the environment using other metrics identified by the TCFD or other leading environmental frameworks and standards.",NaN,Narrative
12,Financial Services,12.2,Are you able to provide a breakdown of your organization's financed emissions and other portfolio carbon footprinting metrics?,"By breaking down emissions and other carbon footprinting metrics by asset class, industry, and scope, this data can be made available to data users and other stakeholders to help guide the development of portfolio footprinting methodologies, global decarbonization efforts, and regional legislation.",NaN,Quantitative Table
12,Financial Services,12.2.1,"Break down your organization's financed emissions and other portfolio carbon footprinting metrics by asset class, by industry, and/or by scope.","Current methodologies for calculating portfolio emissions can lead to double counting across scopes. Breaking down absolute emissions and/or other carbon footprinting metrics of a portfolio by scope can help financial institutions identify emissions throughout the value chain of companies in their portfolio. Reporting at this level can provide a useful indicator for making comparisons between your financial activities in different industries. Furthermore, breaking down emissions and other carbon footprinting and/or exposure metrics by asset class can give an indication of the relative GHG emissions performance and/or exposure to climate-related risks of your company's assets. When reported over time, your organization and data users will be able to review improvements or declines in asset performance with considerations for your portfolio's impact on the climate.","1;2;3;4;5;6;
Portfolio;Portfolio metric;Industry;Asset class;Clients'/investees' scope;% of asset class emissions calculated in the reporting year based on total value of assets;
Select from:;Select from:;Select from:;Select from:;Select from:;Percentage;
· Banking;· Absolute;· Apparel;· Loans;· Scope 1;field [enter a;
(Bank);portfolio;· Biotech, health;· Project finance;· Scope 2;percentage;
· Investing;emissions;care & pharma;· Bonds;· Scope 3;from 0-100];
(Asset;(tCO2e);· Food, beverage;· Equity investments;;;
manager);· Weighted;& agriculture;;;;
· Investing (Asset owner);average carbon
intensity (tCO2e/Million;· Fossil Fuels · Hospitality;· Undrawn loan
commitments · Fixed income;;;
;;;
· Insurance underwriting;revenue);· Infrastructure;· Cash;;;
(Insurance company);· Portfolio carbon footprint;· International bodies;equivalents/money market instruments;;;
;(tCO2e/Million;· Manufacturing;· Real estate;;;
;invested);· Materials;· Commodities;;;
;· Carbon intensity
(tCO2e/Million revenue);· Power generation;· Other, please specify;;;
· Avoided;· Retail;;;;
;emissions;· Services;;;;
;financed (tCO2e);· Transportation;;;;
· Carbon removals financed (tCO2e);services;;;;
;· Insurance- associated emissions (tCO2e);;;;;
· Facilitated;;;;;
emissions (tCO2e);;;;;
;· Energy consumption (GWh/Million revenue of investee company);;;;",Quantitative Table
12,Financial Services,12.3,State the values of your financing and insurance of fossil fuel assets in the reporting year.,"The majority of financial institutions' emissions are driven by the activities they finance in the wider economy, also known as 'financed emissions'. The exposure of financial institutions to climate-related risks and opportunities are determined by their portfolios via lending, investment and insurance underwriting activities. Therefore, data users wish to understand the concentrations of fossil fuel assets in financial institutions' portfolios.",NaN,Quantitative Table
12,Financial Services,12.4,"Does your organization provide finance and/or insurance to companies in the commodity value chain? If so, for each commodity and portfolio, state the values of your financing and/or insurance in the reporting year","The production of certain key agricultural commodities has caused more than 60% of forest loss in Latin America and Southeast Asia, usually resulting in a permanent loss. While not all commodity production is necessarily harmful, understanding the concentrations of commodity-related assets in portfolios will enable financial institutions to understand where there is the potential for deforestation impacts and where enhanced policies are needed to prevent them.","Response options;;

0;1;2;3;4;5;6;
Financing and/or insurance of commodity;Finance or insurance provided to companies operating in the value chain for this commodity;Commodity value chain stage coverage;Portfolio exposure (unit currency - as specified in 1.2);New loans advanced in reporting year (unit currency - as specified in 1.2);Total premium written in reporting year (unit currency - as specified in 1.2);% value of the exposure in relation to your total portfolio value;
Lending to companies operating in the timber products value chain;Select from · Yes · No · Unknown;Select all that apply: · Production · Processing · Trading · Manufacturing · Retailing;Numeric field [enter a number from 0- 999,999,999,999,999 using a maximum of 2 decimal places and no commas];Numeric field [enter a number from 0- 999,999,999,999,999 using a maximum of 2 decimal places and no commas];N/A;Percentage field [enter a percentage from 0-100 using a maximum of one decimal];
Lending to companies operating in the palm oil value chain;;;;;N/A;;
Lending to companies operating in the cattle products value chain;;;;;N/A;;
Lending to companies operating in the soy value chain;;;;;N/A;;
Lending to companies;;;;;N/A;;",Quantitative Table
12,Financial Services,12.5,"In the reporting year, did your organization finance and/or insure activities or sectors that are aligned with, or eligible under, a sustainable finance taxonomy? If so, are you able to report the values of that financing and/or underwriting?","Financial institutions need to ensure that their lending, investing and/or insurance is supporting the climate transition of the wider economy. An assessment of the financing and insuring of business activities or sectors defined as sustainable according to a sustainable finance taxonomy can inform progress on the organization's commitment to mitigate and adapt to climate change, as well as add credibility to it.",NaN,Boolean
12,Financial Services,12.6,Do any of your existing products and services enable clients to mitigate and/or adapt to the effects of environmental issues?,"Achieving a 1.5℃, deforestation-free and conversion-free, water-secure world will require massive investment in low-carbon technologies, sustainable land use, and sustainable agricultural and water management practices. Data users are interested in whether financial institutions are providing financial products and services to meet this investment challenge. This question is useful to investors seeking to increase their investment in organizations providing environmentally sustainable financial products and services.",NaN,Boolean
12,Financial Services,12.6.1,"Provide details of your existing products and services that enable clients to mitigate and/or adapt to the effects of environmental issues, including any taxonomy or methodology used to classify the products and services","Achieving a 1.5℃, deforestation-free and conversion-free, water-secure world will require massive investment in low carbon technologies, sustainable land use, and sustainable agricultural and water management practices. Data users are interested in whether financial institutions are providing financial products and services to meet this investment challenge. This question is useful to investors seeking to increase their investment in organizations providing environmentally sustainable financial products and services.",NaN,Narrative
12,Financial Services,12.7,"Has your organization set targets for deforestation and conversion-free and/or water-secure lending, investing and/or insuring?","Target setting plays a vital role in environmental action through its role in the successful execution of organizations' strategies, as well as in the effective management of dependencies, impacts, risks, and opportunities. Your response to this question signals to data users your commitment to environmental action by setting targets for deforestation-free and conversion-free and/or water secure lending, investing and/or insuring.",NaN,Boolean
12,Financial Services,12.7.1,"Provide details of your targets for deforestation and conversion-free and/or water-secure lending, investing and/or insuring.","Target setting plays a vital role in environmental action through its role in the successful execution of corporate strategies, as well as in the effective management of dependencies, impacts, risks, and opportunities. Your response to this question indicates to data users your commitment to environmental action by providing details of your targets for deforestation and conversion free and/or water secure lending, investing and/or insuring.",NaN,Narrative
13,Further information & Sign-off,13.1,"Indicate if any environmental information included in your CDP response (not already reported in 7.9.1/2/3, 8.9.1/2/3/4, and 9.3.2) is verified and/or assured by a third party?",This information gives data users confidence in the quality and credibility of your organization's response. CDP supports third-party verification and assurance as good practice in environmental reporting as it ensures the reliability of the data and processes disclosed. This question allows leading organizations to report their efforts on this and to highlight trends in verification and assurance of interest to investors and purchasing organizations. CDP also recognizes the growing importance to organizations of disclosing credible independently verified environmental data for demonstrating compliance with emerging standards and regulations.,NaN,Boolean
13,Further information & Sign-off,13.1.1,"Which data points within your CDP response are verified and/or assured by a third party, and which standards were used?",This information allows data users to understand which elements of your organizations CDP response have been verified/assured by an accredited third-party.,NaN,Quantitative Table
13,Further information & Sign-off,13.2,Use this field to provide any additional information or context that you feel is relevant to your organization's response.,NaN,NaN,Narrative
13,Further information & Sign-off,13.3,Provide the following information for the person that has signed off (approved) your CDP response.,CDP asks organizations to identify the job title and corresponding job category of the person signing off (approving) the CDP response. This information indicates to investors where in the corporate structure direct responsibility is being taken for the response and the information contained therein.,Response options; Please complete the following table:,Quantitative Table
13,Further information & Sign-off,13.4,Please indicate your consent for CDP to share contact details with the Pacific Institute to support content for its Water Action Hub website.,The CEO Water Mandate Water Action Hub is an online platform that catalogues water stewardship projects around the world and enables interested parties to connect and work together to solve local and regional water challenges. CDP will share public response data from 3.1.1 with the Pacific Institute to be reviewed as potential water stewardship projects for upload to the Water Action Hub website. Only responses to the following datapoints will be considered for upload: For the Water environmental issue: Country/Area where the risk occurs; River basin where the risk occurs; Primary response to risk; Description of response. CDP's Privacy Policy can be found here.,"Select from: · Yes, CDP may share our Disclosure Submission Lead contact details with the Pacific Institute · No",Boolean
